Nationality,ID,letter,text,,
British,na_uk_11,30,"Dear Burgie,Was very glad indeed to get your letters although, your news in regard to Joe comes as a shock. It was the first I had heard of him since he arrived in France in spite of the fact his regiment being quite close. Am afraid the 9th and few days following were rotten days for a good many battalions, our lot as much as any. We have been “in” since the 8th and have had a fairly trying time we were reinforced during this week, not before time as we were down to our last two hundred. Can’t tell how sorry I am to hear about Joe as you say he was “one of the best”. I hope you chaps have not been annoyed at my not answering your very welcome letters. I don’t pride myself much on writing good yarns though and opportunities are also hard to find. As you know I had a bit of a knock at Neuve Chappell but have quite got over that and am now in the best of health and spirits. I came across Len Phillips and Peter Hawes in different drafts of the London Scottish while down at Rouen both of them have now had some experience on the job I expect. Thank Mr Drewe very much for making inquiries, tell him I occasionally wish heartily to be on the old job again the quiet life will do for me after this. No I did not get Dick’s magazine or letter expect it went astray while I was in hospital. Thank him very much for sending them will you. Had a game of football about two weeks ago with R.G.A.* Battery, the pitch being a serious drawback. I think it was a cabbage patch. Still we managed to get a good game in and most important of all, won. The weather here has on the whole been very good just lately only getting an occasional day’s rain. Last night we had a sharp thunderstorm, a new experience it had at least the effect of shutting all the other disturbances of our rest up so we did not grouse. Much obliged for all the information re the other fellows. Am glad most of them are getting on so well. Peacock seems to have come out top dog. The job alone from other examples seems to be a paying one, leaving out the holiday in Scotland. Well must close my epistle. Please remember me to Dick, Mr Horsley, Ransley and Drewe, Fox. Hoping both they, and yourself are, like myself O.K. [Line censored]. From yours faithfully",,
British,na_uk_12,31,"Dear Effie, Very pleased to receive your letter, like yourself I find my correspondence voluminous for me at times, especially since I have taken on the duties of Platoon Sergeant which takes up more time than one realises at first. We are still in the trenches and have been in action twenty four days consecutively and I don’t know long we shall keep it up. Had a dirty time yesterday morning dodging damned great bombs the blighters were presenting to us without exaggeration they were eighteen inches to a two feet long and made a hole about ten feet deep and fifteen feet diameter at least we did not wait to see them burst. They can be seen descending through the air and then a scoot is made to get as far as possible round the corner, the iron and dirt seem to be falling for a minute afterwards, they are disturbing. Dicky Gilson has not been with us the last twenty four days, he broke his glasses and would not buy new ones (went to the doctor and all that and worked the oracle and was left behind with the Transport, don’t know whether he worked the ticket properly and got a safer job farther back, should not blame him if he has, his nerves have been in a shocking state, he’d brood a lot as you know that is absolutely fatal when you have a dirty job on like this. I have not seen either Frost or Kemball out here, do not seem to meet anybody fresh as we are always in the same district and relieve the same crowds generally. Our pals the French in my opinion scrap jolly well except in the isolated instances which are given undue prominence by our chaps by prejudice probably. The casualties have certainly been enormous but a lot of them are a week old and one cannot form any opinion of what is going on by the lists, and I should not be allowed to say what I thought of our doings lately. Cronin is still with the 5th Bedfordshires and not out yet, I think not likely to be in all probability. Only wish we could repeat our swimming performance off Penarth ‘specially the Wednesday evening ones. Have heard rumours of leave being given shortly but do not rely much on it, have been offered a Commission in this Battalion and I may take it up if my papers go through satisfactorily.\n\nKindest regards and wishes to Mrs Lewis, Your old Pal",,
British,na_uk_13,32,"Dear Mr Hunt Many thanks for your long and interesting letter which I was very pleased to receive. I am sorry I have been unable to answer it before but I have been constantly moving about from one place to another lately, and have had no opportunity of writing letters. Well I am very pleased to say I am feeling very fit and well, and quite enjoying the life. When writing to you last, I was attached to the 4th Division and was stationed at a small village where we were living in tents. We were stationed there about six weeks. Just over a week ago I was transferred to another place about eighty miles from the other one. I travelled by motor lorry with the Supply column and it took us all day from 7.30am till about 9 o’clock in the evening to do the journey. It was a glorious trip, the scenery being very fine. Almost as good as our office outing, only not quite such comfortable travelling. We put up for the night in a small village, sleeping in the lorry with some empty petrol cans for a bed. Next morning I was taken to the railhead where I was stationed until yesterday being only in that place just a week. While there we were all still sleeping in tents, but I was fortunate enough to have my meals with the Post Office Staff so have had a rest from being my own cook. Yesterday afternoon, just as I was going for my tea, I was sent for and told to pack up my things and catch a train to another railhead as I had to take charge as the A.M.F.O* for three Divisions there. As there is usually a man attached to each division, this was rather a large order. I only had about twenty miles or so to go, but it took from 5 o’clock till after 9pm to get there. These French trains are very rapid. I am now attached to the 51st (Highland) Division, the same division as Williams, a number of his lot were here today, but he was not with them. We shall probably only be here for a few days and will then move to another village further on. I was very surprised to hear of Mr Pritchard’s death. I also heard that Mr Crossley is also dead. We are having glorious weather here at present and very hot at times. Glad to hear you are having a soft time on the old section. I was very pleased to hear about the collection of letters and photos from the troops that you are sending round the office and will certainly send you a photo later on. I have has some taken but have not received them yet. Have you heard from Ferdie or Gray at all? We all had our photos taken at Longmoor before we came out here a group of six. Unfortunately, I only had a few copies and they have all been sent away. Ferdie and Gray are still at the Base, I believe, but Arthur Smith is at one of the railheads somewhere. Well I don’t think I can tell you any more news at present. Will write again later and send photo. Kindest regards to all. Yours sincerely,",,
British,na_uk_14,33,"Dear Bertie, Just a few lines to let you know how I am getting on. Am having the time of my life out here. No doubt you have seen the several letters I have written to the office during the past few months, so will not go into further details, except to say that I have been exceedingly fortunate in seeing so much of India in a short time. I shall never forget my trip through the Khyber Pass which has since been the scene of hard fighting, one consequence of which we were hurriedly moved from Fyzabad to Rawalpindi in readiness to reinforce. You would scarcely credit the feeling of disappointment that exists among the few British regular regiments left in India, over not being ordered to France to take their share in the war. The same feeling also exists in the Territorials… A dragoon then left a few weeks ago to replace heavy casualties among the Norfolk regiment at the Gulf. As the hot weather commenced the latter part of April, and as many British troops as possible are always sent to the hills (being almost unbearable on the plains), we are fortunate enough to go, and had a three days’ march and climb to this place 8,000 feet up. Well I never in any wild stretch of imagination ever dreamed that I should be soldiering in the Himalayan mountains. Kuldana, although 8,000 feet up is on the lower Himalaya, and from my bungalow, which is situated on the edge of a steep precipice, I can see lovely views which words fail to describe, a perfect mixture of Devonshire, Scotch and Alpine scenery. Although seemingly only a few miles off, the higher snow clad ranges in full view are from 100 to 150 miles away. I have about 1½ miles trek to our Sergeant’s mess, through beautiful scenery, lovely wild rose bushes climbing up giant pink trees, smothering them in roses, maiden hair fern and all kinds of pretty flowers in the woods. The climate is perfect, lovely English summer weather, with delightful mountain breezes. The heat in India has not distressed me in the least, not even on long arduous marches. I am feeling splendidly fit and well, and trust I shall continue so. We have no end of gaiety; all the married families of the Yorkshire regiment are living in our barracks under our charge, (as their regiments had to remain behind at Pindi, and are being bitten to death almost with mosquitoes.) So we have Cinderella dances about three times a week, whist drives, racquet and tennis parties and have most enjoyable times I wish May and Eileen could take an aeroplane trip of a few hours and get to me, it would be ripping for them. I should be glad to hear that you had called to see them on your promised visit of months ago when I was home, they would be awfully glad to see you both. Do drop them a card old boy. Fancy it is 10 months ago today since I left to go to camp, what a lot has transpired since then. I was in the 8th Middlesex 12 months ago, and I see they have lost heavily in France, funny I should have left them, and joined the 6th East Surrey and to pass them at Gibraltar (where they were first) on my way to India. On the whole I am enjoying life in India immensely; I am acting Company Sergeant Major now, and expect to be promoted to the rank shortly. We are all ‘Tommies’ now. Trusting you are both fit and well. Remember me to Stacey. Yours sincerely",,
British,na_uk_15,34,"Dear Mr Wheeler Just a few lines to let you know of my whereabouts. This is our fifth Sunday at sea. We left Southampton on Thursday October 29th shortly before midnight and our convoy of ten huge liners each with about 1700 to 2000 territorial troops on board assembled in the English Channel early next morning. We were escorted by British warships as far as our first port of call- Malta the French warships to Port Said. After staying one night there we proceeded through the Suez Canal. We lay off the Port of Suez six days waiting for another escort then on through the Red Sea to Aden where we stayed four days waiting for our Japanese escort. When it arrived it brought with it an immense convoy of over 80 huge liners transports filled with New Zealand and Indian troops. This in addition to a convoy of thirty five vessels that came into Suez whilst we lay there. So it may truly be sung that “Britannia rules the waves.” It has been a most delightful and interesting voyage and the weather is now so hot that hundreds of troops are compelled to sleep on deck nightly as the heat is much too great below. We landed two cases of fever at Aden. Fortunately it does not appear to have spread any further so far. We expect to reach Bombay on Wednesday next, December 2nd then three or four days’ train journey to Fyzabad, some distance north of Lucknow. Shall be very glad to get there, as five weeks on board a crowded troop ship with very little opportunity for exercise is getting rather irksome, especially, when we get no ‘Daily Paper’, only a little wireless war news, occasionally. I am glad to say that I am wonderfully fit and well. Our food has been wholesome and plentiful. Trusting you are well, with my best wishes for as Happy a Christmas as is possible under prevailing war conditions, and a Prosperous New Year in due course. Also please convey same to Messrs Wood, Welsh, Davis and others. Hoping to see you again on the termination of our successful conclusion of the war. Believe me, yours faithfully, H. Beaumont Will you also convey my respects to Mr Price please?",,
British,na_uk_16,35,"Dear Arthur, I expect you are wondering why I have not written, but it is an awful effort to get all correspondence off, and be on active service at the same time. I can’t say that I am enjoying myself out here. It’s awfully hot, and we are eaten up by millions of flies. Life in the trenches is not a picnic either we have about four or five days out of them and eight or nine in them. When we are out supposed to be resting, we have to go on working parties, digging etc., then wherever we are, we are always under shell fire, so it’s not much rest after all. The last shell we had in camp, there was four killed and seventeen wounded. We have been under fire for three months now, and we should like a rest as the strain is tremendous on one’s nerves. I don’t think the troops in France get it quite as bad. Then again, the only comforts we have are sent from home, as the country here is quite barren, and we cannot buy anything in shops, I would give a quid for a pint of beer down the club. Our food consists of half a loaf of bread per day, bacon and tea for breakfast, Bully beef and biscuits for dinner and Jam for tea and cheese. Lime juice is served out about four times per week, that is a drop is put into a dixie of water and a cup full served out per man, and rum is served out twice a week (sometimes) that is about four table spoonful each. We live in a trench and it is a mercy it don’t rain otherwise we’d be washed away. The fighting just lately has been terrible. Our shells knock the enemy all ways and the sight in the trenches that we take is awful. We wear our respirators because of the awful smell of the dead. I’ll never get the sight out of my eyes, and it will be an everlasting nightmare. If I am spared to come home, I’ll be able to tell you all about it, but I cannot possibly write as words fail me. I can’t describe things. Wouldn’t it be nice to be at Walmer again and you come down and see me again, I did enjoy that time, and also seeing Billy Dawson and Richardson. There seem to be a lot of French troops out here, but there seems to be no relief for us. Nobody loves us now Churchill has gone, we are nobody’s pets. It’s the army first here, except when there is work to be done, and then the Naval Division have to do it. You know both my brothers have commissions in the 4th Bedfordshires and are at Dovercourt. My wife tells me she has sent me three boxes of stuff, I received one box, and I fear that one transport has been floundered [sunk] and another has been torpedoed, so I expect that is where my other two boxes are. It’s awfully disappointing because I do look forward so to a bit of chocolate and a few biscuits from home. We get cigarettes and baccy served out to us, but it is too hot to smoke much, so that I don’t miss that so much. I get a bath in a biscuit tin when I can, but when in the trenches I have to go all the time without a wash, so you can tell I am used to being dirty. How are they all down the club, and is Emmie still there, and is she better or not? Is Paice going to Looe this year? And where are you spending your holidays? Lord how I’d like a holiday, I am so tired and would give anything to get away from this continual banging. Please remember me to all fellows who are left in the office. Mr Miller and Goff & Hills and George Williams, and all the boys generally. I can’t write to all separately, also for details of my experiences you must wait until I get back, if ever I do, of which sometimes I despair. The papers tell you pretty full accounts, although they are rather anticipating events as to our advancing. Now I must close old chap, and thank you very much for all your kindness. Wishing you all the best",,
British,na_uk_17,36,"Dear Bertie,Many thanks for letters and fags both were very acceptable as you can imagine for it bucks one up to hear from old associates. I also had a letter from “Tinker” Taylor who told me Gwen has left the Great Western Railway Company. I will write to Ferdi [Ferdinand] and ask Frosty if you give me his address. I can imagine how lovely and empty the old room looks, fancy more flappers eh, quite a selection as you say. I will just give you an idea of our work here day by day. Reveille 6.00am, stables at 6.30-7.30, breakfast till 9. Then exercise ride one and lead two or three [horses] for one and a half hours, then groom them until 12.15, then we water and feed and go to dinner till 2.30 then sweep up … down at 4pm then water and feed at 4.15 to 4.30 and hay up at 5pm, only we take it in turns to do that and we have stables like this. [Fatty has drawn a rough sketch of the stables which house the horses. We have six and seven a side which leaves us four horses each. Of course, sandwiched between this is probably a visit to Avonmouth Docks to fetch horses or take ours to the station for we only keep them for a week at the time just to knock the mud off and feed them up so as they get their shore legs and look a bit shipshape again. We have about 10,000 a week come in of horses and mules and some of them are fair devils, so wild and timid.I may come and see you probably Saturday if I get the weekend off. ",,
British,na_uk_18,37,"Dear Ernie,Thanks very much for your letter and kind wishes. My wounds are getting on all right and they have discovered eleven in all. It is hard not to be able to get up, but I suppose a month will soon be slip by. My people came to see me yesterday and the day before.You ought to see my face. They cannot shave me because I have scraps of shell sticking in, and as I had not had a shave for about a week before I was wounded, I look a pretty picture.Well old chap, I am glad I am wounded to get out of that hell, and if you ever meet a chap that says he wants to go back call him a liar.If you could manage to come down at any time I should be delighted. I have not received any letter from Dalton but perhaps will get it later. That will be the time old chap when I look into the office on my way home. We’ll manage to get a drink then.  Well I must close now and I expect you will have quite enough trouble to read what I have written already. Hoping to be with you all,Your old pal, Rip.",,
British,na_uk_19,38,"Dear Sir,I have now been out in France a fortnight. I am getting on quite well in the army. Food is also good and plentiful. Of course, I find the life much rougher from that which I have been used to, but it is a fine experience all the same.We were at Longmoor camp for a week where we were equipped and put through elementary drills. We slept in a big hut there and had a sack of straw and three blankets each. The huts, of which ours was one, were called Apple Pie and they are about a mile from the camp, so we had to be up about six every morning in order to march down for parade at the camp. The parade was at 7.15am. Some mornings we had an hour’s drill before breakfast. It was about 11pm I should think, when we arrived at Longmoor on 31st March, and consequently we went straight to our hut. No light was provided so we had to fish about for our beds in the dark. Fortunately it was moonlight, and after some time a lantern was brought. We were only too glad when getting up time came the next morning. It was before six. We were marched down to the camp and were inspected by the Sergeant Major and after waiting some time went into breakfast. Roast sausage was the chief item on the menu but to our amazement no knives and forks were supplied for us…Well, the only thing was to convey the sausages to our mouths with fingers.The nearest thing to a knife and fork that some had was a pair of nail scissors so these were used. Personally I did not know whether to feel shocked or to laugh at the situation; it ended in the latter. We Audit fellows got to one table and we had to have a good laugh before we could eat much. It was a hopeless situation to be in. Don’t let this discourage anyone from coming but I warn him to bring a knife and fork with him. After the first day we were issued with kits and we treasure our knives and forks now. We came across on the mail boat Hantonia from Southampton to Havre. … We had to sleep in huts there on the docks but the sleeping accommodation was better. We Audit fellows were able to keep together till last Saturday night, when Pond and I were sent off to different railheads. He is at 3rd Corps Railhead. We had to travel in horseboxes and during night time. We travelled in this manner Saturday, Sunday and Monday nights. French shunting is severe and we were shaken up. Saturday and Sunday we were about 30 in the trucks, Monday 17. We were fortunate enough to get out into every town at which we stopped during the day. On Tuesday night another young fellow and I were stranded at a station somewhere in France, and we were instructed by the military authorities to sleep in the goods shed. We had to sleep on the deck of the shed and shunting was going on during the night. This was about the limit, I thought. I arrived finally at my destination about midday last Wednesday. Now I live in a truck at a small French station. There are two other Sappers and a Lieutenant here. We deal chiefly with gifts and comforts sent to the troops…We are out in the country. I think this railhead is about seven miles from the firing line. Can hear the guns and see the star shells at night. I must ask you kindly to excuse me for writing in pencil because I have no pen and ink here. Would you mind letting this letter be treated as to the whole of the statistical department, please sir. With kindest regards to all. I am yours obediently,",,
British,na_uk_20,39,"My dear Mother,I Have just come through a particularly nasty period. We went into the trenches on Wednesday night and on Sunday morning at 5am our Artillery commenced bombarding the German trenches and after 20 minutes had elapsed we went over the parapet. My goodness what a reception the Huns had in store for us, they simply swept the ground with machine gun fire and shrapnel. Poor old ‘C’ coy. caught it hot and Neuve Chapelle seemed to be a fleabite compared with this. It was found impossible to make any advance in our quarter, so I dug myself in and awaited events. It was horrible suspense, as I seemed to be the only man untouched, all around me, and being personally acquainted with each man made matters worse, in fact, it’s all wrong to call them men, as they were mostly mere boys. About early afternoon I was hailed from the trench as to whether it was possible for me to get back. I replied in the affirmative and decided to run the risk of getting potted on the way. So I commenced crawling on my stomach until about a few yards from the parapet, then made a spring and rushed headlong over the top, nearly spoiling the features of a few who happened to be in the trench and were not expecting me. We were relieved that afternoon, but some of the fellows did not get in until nightfall and these experienced another bombardment… Billy Hastings is quite fit and the only pal left. We have been resting since and getting information about the (illegible) but by all reports we shall be up again soon. No rest for the wicked it is said, and if true we must surely be a bad lot.\n\nWhat a terrible thing about the Lusitania, and with so many Americans aboard. Should imagine there will be more trouble. Have received box and letter dated 6th and am most thankful for everything you are all doing for me. (censored.) As regards the pads, (masks of cotton pads which served as gas masks), all we were served out with were made ‘on the spot’ and consisted of a piece of gauze and tape and were steeped in a solution of bicarbonate of soda, prior to this charge. I lost all my belongings except the Gillette (razor) so should be glad of a few toilet requisites when next you are sending a parcel. Do not trouble about towel and perhaps Frank would get me a shaving brush. Must now close. Much love to all. From your affectionate son,",,
British,na_uk_21,40,"I am much nearer the front now, and we moved here last Tuesday. It was a long march and of course done at night, and our present billet is a farm (or the remains of one) in a large village about ¾ mile from the trenches, more north than we were before, and nearer the Belgian frontier. It is an awfully desolate spot and constantly under shell fire. This morning I was trying to get a sleep on the grass, when a shell burst in a tree, not fifty yards away, and sent a shower of leaves to the ground. Fortunately no one was hit, another burst in the same field ten minutes afterwards, then I thought it was time to shift! So went into a barn. There are a number of dugouts around, but they are so cold, and you might get buried inside. The farm is a vile place, with a lot of stagnant water around, and a lot of German soldiers are buried here. The barn where we sleep would be improved if a shell struck the roof, and ventilated it, in our absence! As the smell inside is bad, and makes it nearly necessary to wear a respirator! The rats seem to object to our company as they often have a free fight on top of us.Last night was my first experience in the trenches, and we returned to billet this morning. The din is simply awful, and just lately the big guns have been giving the enemy ‘beans’ every night. I am glad to say we had no casualties, although the rifle fire was heard at times, especially on our left, where the Germans made an attack on the Indian troops. The British gun fire was simply terrific, all night, and the Germans did not reply very much. It was fine to watch the flashes of our guns at our backs, although the screaming of the shells overhead is at first rather ‘scaring’ to say the least of it!\n\nHowever the news we hear from day to day at this part of the front is very cheerful, and encouraging. Yesterday I came across an Indian soldier who could speak English very well, and he thought another month would see the war over, also a German officer captured near here, said it could not go on very much longer. I for one hope these remarks will prove correct!The church here is practically demolished, just some of the walls and tower standing, and the churchyard is in a bad state. Great holes have been made and bones exposed. In these holes is water sufficiently deep to drown anybody. Great stone vaults have been opened, and coffins and bodies can be seen. Of course the place here is not inhabited except by soldiers. I have been through some of the big houses, and plenty of good carved furniture, pictures, fittings etc. still remain in them. I also have been in some of the gardens, and roses just coming into bloom can be seen in great numbers. I should like to see them at home! Well I must close now, and hope you are all keeping well. Again thanking you all for our good wishes. Sincerely yours, S. Frost",,
British,na_uk_22,41,"Dear Nic, First of all I must thank you and… the others who sent me their kind letters of sympathy in regard to my brother Sam. We all felt it very much at home and it was a great shock to our parents naturally, but it can’t be helped, as he was killed in a good cause. I suppose you have heard how we left Bedford early on Sunday 18/7/15 and had a lovely trip down the old firm to Keyham, we were well laden and I was glad to get aboard and get to my berth in which I am very comfortable with two other Warrant Officers. The men and Sergeants are on the troop deck and none too comfortable but are jogging along alright now. The first part of the voyage the sea was very quiet, we passed Gibraltar in a fog at night, so couldn’t see it. We then skirted the coast of Algeria and had a pleasant run to Malta where we stopped a full day. The higher officials went ashore for a few hours (including myself) and had a good time. I cannot mention troops or ships so refrain from doing so but there was a hell of a lot. Our next stop was Alexandria for three days, where we had another look round including a route march for the Battalion. The sea is fairly rough at this end, rather surprising, but a lovely colour, light blue at day and dark at night. All lights out at 8.00, perfect darkness, there is no twilight to speak of, being dark at 7.30pm.\n\nWe then wondered where we were off to but eventually reached Port Said, stopped a day, went ashore, and off we go to the Dardanelles which we expect to reach tonight. Our kits have been left behind in Egypt and all we have got we stand in. We are now passing through the Aegean sea, full of rocky islands, very much like the highlands of Scotland. Bullen has just lost his helmet over the side, but is otherwise well…I am in the best of health at present and hope to go through alright. I expect you heard I got married a week before I left, a lot of us did the same thing, it was quite a common occurrence. Our old boat is a captured German liner and is full up but we have got a Greek crew with a few Portuguese thrown in and so are a mixed lot, especially with Welsh men aboard. How are things going at the office, I have been away nearly a year… I shall be glad to hear from you now and again just to keep in touch… I must close now as they say a mail is being collected before we land… Yours sincerely,",,
British,na_uk_23,42,"Dear Burgie, Thanks awfully for your letter, glad to hear that you are all serene and that the G.W.R. is still flourishing without me, as a matter of fact I expect it’s better without me but still there you are. By Jove! I had no idea that the Audit had shoved so many fellows into khaki, its fine. Well the old Brigade has had some pretty varied experiences in this land of stinks and bad beer. We landed at Havre last March and after a freezing night under canvas on the heights behind the town we had a rather weird train journey up country. There were about 10 of us per cattle truck with a few wisps of straw to sleep on. Our horses were boxed six in a truck, three with their heads facing the ‘engine’ and three facing the rear of the train. Two men sat on corn sacks between their bottoms. If they kept the shutters closed they had a beautiful journey as it was so warm with the horses…At about 2am the old caboodle pulled up and we thought we were in for a dreary hang about, however the order came down to bring out the dixies… and fall in for something hot. I took our one up and the liquid smelt so good that with a little judicious wangling we managed to get another one full. When we tasted it, it was simply gorgeous. Boiling hot coffee and rum as only Frenchmen can make it, you know how. Gee but it did go down a treat.\n\nWell after many jolts and bumps we arrived at our destination. It was miles from the firing line and a fearful hole at that. At nine next morning we were off again and went up further still, riding about 23 miles before we came to anchor at a rather dirty mining village…After about three weeks in this show we shunted up and got our baptism. It’s a funny sensation being under fire for the first time but it soon wears off. One gets a rather nasty jolt when the first casualty occurs especially as it was in our case the finest fellow we had on the staff. He got a chunk of shell in the back of his neck and was killed on the spot. We were in action at this place for about two months and took part in several bombardments, one of them being the one in which poor old Joey was killed. We had some pretty rough times but were very fortunate as regards casualties. Two month’s action and 2½ days’ rest, it doesn’t seem much but that’s what we got, and then at it again in a different part. This show had been occupied by the Germs and then by the French from whom we took over. The filth and stench was too awful for words, one of our batteries striking rather unlucky in coming across Germs buried just under the surface when they started digging their guns in. The air was blue for miles…The next action we had was a hell of a show. The staff were put into a huge Chateau which was under observation and fire from three sides. And they didn’t half sling the lead about too. It’s marvellous that we didn’t get lifted skywards heaps of times, but still here we are. After a good spell in this show we came to rest again about 10 days or so ago. We are having a good time here in the way of concerts, sports, boxing tournaments etc. The latter was great especially the bout between a Farrier Sergeant and a cook’s mate. They biffed at one another until neither could stand, it was awfully funny. Little Seedy Ellis has got a snip job at a base. He came up today with a draught of men. He is having the time of his life and looks it by the dark circles under his eyes…I am feeling wonderfully fit and well and would not have missed coming out for quids. I suppose you saw in the paper that two of our boys have got the Distinguished Conduct Medal. They were in Major Lord Gorell’s Battery; he is awfully bucked about it. Well old man I must dry up. I hope you can read this disgusting scrawl, but will make that whiskered excuse ‘active service conditions’. Please remember me to all the boys and tell Long Liz that I would give anything for a barrel or two of the club bitter. ",,
British,na_uk_24,43,"Dear Mr Rogers, Just a few lines to let you know I am still alive and have up to now succeeded in dodging those small pieces of lead which have been so frequently flying about the Peninsular [Dardanelles]. I expect you are wondering how I got here, also why Con. [convalescent] Camp. I will try and tell you briefly what happened since our leaving Egypt. We left Alexandria 13th August and landed at the new landing at Sulva Bay on the 18th under shell fire. Not a very nice kick off. Our first engagement was on the 21st when we took part in the big fight for Hill 70 and 971. I expect you read about it in the papers, for I see the Daily Sketch had a page full of it. They spoke of us as the Irresistable Yeomanry; very glowing words of our charge also. It was a very stiff go and we were fighting from 3pm the 21st until dark on the 22nd and never stopped advancing and retiring the whole time. We had the Hill on the night of the 21st but could not hold it, because no support was sent up, so the Yeomanry (those of us who were left) had to retire at night after charging and capturing three lines of Turkish trenches. Our Brigade (Berkshire, Buckinghamshire and Dorset Yeomanry) was ordered to do the charging for the Division and I think we did fairly well from what the General said in his report. Of course we suffered pretty heavy. After five days on the Peninsular we did not have an Officer left in our regiment, and only barely half the men. I have seen a few of our Officers in the casualty list, but no men. I was very pleased to get the GRW Magazine while resting in dugouts on Chocolate Hill. I hope no more of the Audit boys have fallen since the last I saw. I suppose you are still pretty slack in the office. I find I’ve run away from the tale, but here in the Y.M.C.A. tent it is so crowded and the piano on the go, it is rather difficult to write. After resting from the big fight three days we went into the trenches for spells of five days, on one case seven days. After five weeks I caught dysentery and had to come away. I was put on a hospital ship and brought to St. Patrick’s Hospital, Malta. During those five weeks I was pretty lucky. The only close bullet was one through my right sleeve and grazing my arm. We all have some very narrow shaves from shrapnel. I had the sandbags of my dugout knocked down one day, but fortunately I was down to get water. Probably, if I had been inside I would have caught it properly. I expect to be here about a fortnight to three weeks before I go back. I am hoping the boys will be across before that, and the Turkish army cut in two. I suppose the office still looks more empty than it ever did. How is Mr Jackson getting on in France? I see his regiment has been in action. I have often wondered how he would get on in trench warfare. I suppose McConnel is still going strong. Will not stop for more now as I shall lose the mail. Kind regards to Mr Cox and all the men on the section. Hope you are still enjoying the best of health and still dodging the bombs. Hope to write again soon. Yours truly,",,
British,na_uk_25,44,"Dear Effie, You were doubtless surprised to get a postcard from up here, don’t know why they sent us such a long way north, it is alright but I think London would have suited me better, could have seen my pals sometimes. I am not allowed to get out of bed yet, tried the other night and fell down in a fit serves me right for disobeying orders. I have the piece of shell which fractured my skull and shall look after it for a souvenir. The doctors say I was very lucky not to have been put right out. It was a heavy piece (British) would not have been wounded by anything less. We were in an advanced post sticking beyond our front line called the “Duck’s Bill” and naturally pretty close to the German trenches. In fact they surrounded us… I hear from Bedford that the company has been told to prepare for the Dardanelles. I don’t know where he is though, have heard nothing from him. We are having a concert with our ward this afternoon and we have plenty of visitors in every afternoon, some very fair women taking them generally, and very decent too, treat everybody alike. Remember me kindly to Mrs Lewis. I shall make a more determined attempt to see you if I get a sick leave which is most probable. Well, have no more news at present. How about taking up a post in your department when this lot is over, it would suit me to have headquarters in London for a time, mustn’t count chickens though. Goodbye Old boy",,
British,na_uk_26,45,"Dear Mr Hunt, Thanks for the cigarettes and magazine, all very much appreciated and I want to confess something. I am terribly short of cigarettes just now. Don’t know how to get on. So you had Peter Jackson up to see you a short time ago. Lord, how I wish I could get up to London. Some of our chaps have leave but this advance seems to have put a stop to it. That’s the only reason I am sorry for the long awaited advance. God knows it was really time we did do something if only to relieve the pressure on Eastern front. We are in this part of the line and are still sitting tight worse luck. I wish they would get a move on here as well. It has cost us a good many casualties, but I think the Germans, what with the bombardment they got and the counter attacks they delivered must have lost many more than us. I have got an interesting souvenir. It is part of the framework of a German aeroplane, the fourth which our airmen have recently brought down in this neighbourhood. The machine gun in one of our planes had killed the German pilot and the machine getting out of control exploded, or at least the engine did, and the whole aircraft crashed to earth. God, it was an awful mess. Both the pilot and observer were killed, the former being bashed out recognition, but the latter survived the fall but died shortly afterwards. Our airmen seem to be the masters of the Germans now, although the taubes seem to be the faster machines, our men seem to have much spirit and initiative. About a fortnight ago I saw a fleet of fourteen of our planes cross over our lines on a raiding expedition. They were in close formation, and the Germans sent up a rain of shells without doing any damage. The raid was very successful, I believe, two transport trains full of German reinforcements being wrecked, a large station destroyed. Well that’s about all from me, let me hear from you soon. How is everybody up there? Best regards to all the section",,
British,na_uk_27,46,"Dear Dada, Many thanks for the Slough paper and magazines. Was very sorry to see that Jefferies and How have lost their lives. I heard from Arthur this morning and he tells me that Fred Blane has died of wounds in the Dardanelles. I expect you remember him in the “Windsor Operatic Society”. Harold White (Ginger) who lived with Arthur has joined the Royal Artillery Garrison and is now at Plymouth. Arthur has sold the motorbike. Petrol is too expensive he says. Since I wrote last I have been moved to a little village about 2½ miles out of the town I was in then. It is a dead and alive hole with only a few houses and two cafes, only one of which is open. The other has had all the windows blown out. We expect to move further on still in a day or two. We have changed our truck for a much larger one and have made ourselves very comfortable. It is about 30 feet long, so we have divided it off (with our ground sheets for curtains) at one end to make a bedroom, and the rest of the truck we have fitted up with desks and cupboards. I spent the other evening making a table out of bacon boxes etc. At present we are living very well indeed, with bacon and kidneys for breakfast, steaks and vegetables for dinner, jam and honey etc. for tea and bread and cheese and pickles for supper. Not bad for “active service”. The Post Office cook still does all our cooking. There are four of us on the staff here now. One attached to each of the three divisions, and one learning the work who will probably leave soon to take charge of a division. There have been plenty of aeroplanes over here lately. A German came over the other evening and our people shelled it for about half an hour. I don’t know whether it was brought down or not. I had a nice long letter from Mr Hunt yesterday. He sent me photo of the “Roll of Honour” and told me all the latest Audit office news. Well, I don’t think I have much more to tell you at present so will conclude with love to all,",,
